country,iso_alpha3,region,sub_region,year,avg_sea_level_change_rate,avg_sea_level_change_value,pop_hi_tide,pop_coast_flood
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2070,7.08,349.6,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2080,7.36,423.2,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2090,7.74,497.4,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2100,7.88,577,0.07,0.08
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2110,7.72,653.6,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2120,7.62,730.4,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2130,7.54,807.2,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2140,7.4,882.4,NA,NA
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2150,7.26,956,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2020,3.8,47,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2030,4.2,87,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2040,5,134,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2050,5.7,195,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2060,6.5,252,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2070,7,324,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2080,7.4,394,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2090,8,470,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2100,8,553,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2110,7.6,630,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2120,7.6,706,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2130,7.4,782,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2140,7.3,856,NA,NA
Singapore,SGP,Asia,South-eastern Asia,2150,7.2,928,NA,NA
Slovenia,SVN,Europe,Southern Europe,2020,3.6,53.67,NA,NA
Slovenia,SVN,Europe,Southern Europe,2030,3.5,92,NA,NA
Slovenia,SVN,Europe,Southern Europe,2040,4,127.67,NA,NA
Slovenia,SVN,Europe,Southern Europe,2050,5.07,179.67,NA,NA
Slovenia,SVN,Europe,Southern Europe,2060,5.6,233.33,NA,NA
Slovenia,SVN,Europe,Southern Europe,2070,6.03,294.33,NA,NA
Slovenia,SVN,Europe,Southern Europe,2080,6.27,359.67,NA,NA
Slovenia,SVN,Europe,Southern Europe,2090,5.8,422.33,NA,NA
Slovenia,SVN,Europe,Southern Europe,2100,5.8,480,NA,NA
Slovenia,SVN,Europe,Southern Europe,2110,6.2,528,NA,NA
Slovenia,SVN,Europe,Southern Europe,2120,6.2,590,NA,NA
Slovenia,SVN,Europe,Southern Europe,2130,6.1,651.67,NA,NA
Slovenia,SVN,Europe,Southern Europe,2140,6,712,NA,NA
Slovenia,SVN,Europe,Southern Europe,2150,5.8,771.67,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2020,3.5,42,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2030,4.1,80,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2040,5,128,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2050,5.4,190,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2060,6.4,244,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2070,7.2,316,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2080,7.4,390,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2090,8.3,463,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2100,8.5,554,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2110,7.8,633,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2120,7.6,710,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2130,7.6,786,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2140,7.4,861,NA,NA
Solomon Islands:Choiseul,SLB,Oceania,Australia and New Zealand,2150,7.2,934,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2020,3.5,44,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2030,4.1,83,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2040,4.9,131,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2050,5.4,192,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2060,6.3,245,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2070,7.1,318,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2080,7.4,392,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2090,7.9,464,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2100,8,547.5,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2110,7.6,626,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2120,7.6,702,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2130,7.4,778,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2140,7.4,852,NA,NA
Solomon Islands:Guadalcanal,SLB,Oceania,Australia and New Zealand,2150,7.2,924,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2020,3.6,44,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2030,4.1,82,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2040,5,130,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2050,5.4,192,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2060,6.4,246,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2070,7.2,319,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2080,7.4,392,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2090,8.2,466,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2100,8.3,554,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2110,7.8,634,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2120,7.6,710,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2130,7.6,786,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2140,7.4,861,NA,NA
Solomon Islands:Kolombangara,SLB,Oceania,Australia and New Zealand,2150,7.2,934,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2020,3.5,45,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2030,4.1,84,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2040,5,132,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2050,5.4,194,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2060,6.4,247,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2070,7.2,320,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2080,7.4,394,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2090,8.2,468,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2100,8.2,554,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2110,7.8,633,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2120,7.6,710,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2130,7.6,786,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2140,7.4,861,NA,NA
Solomon Islands:Malaita,SLB,Oceania,Australia and New Zealand,2150,7.2,935,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2020,3.5,42,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2030,4.1,80,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2040,4.9,128,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2050,5.4,189,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2060,6.3,242,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2070,7.1,314,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2080,7.4,386,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2090,8.1,458,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2100,8.3,546,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2110,7.7,625,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2120,7.6,702,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2130,7.4,776,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2140,7.4,850,NA,NA
Solomon Islands:Santa Isabel,SLB,Oceania,Australia and New Zealand,2150,7.2,923,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2020,4.07,54.31,0.11,0.17
Somalia,SOM,Africa,Sub-Saharan Africa,2030,4.07,102.37,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2040,4.5,148.43,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2050,5.07,211.31,0.12,0.18
Somalia,SOM,Africa,Sub-Saharan Africa,2060,5.52,266.83,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2070,6.26,332.8,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2080,6.75,408.97,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2090,6.81,482.66,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2100,6.84,558.83,0.17,0.22
Somalia,SOM,Africa,Sub-Saharan Africa,2110,6.78,634.86,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2120,6.7,710.06,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2130,6.61,784.2,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2140,6.51,857.51,NA,NA
Somalia,SOM,Africa,Sub-Saharan Africa,2150,6.37,929.37,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2020,4.38,51.77,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2030,4.47,97.85,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2040,4.9,144.15,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2050,5.42,203.92,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2060,6.02,258,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2070,6.82,323.08,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2080,7.38,397.62,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2090,7.44,470.23,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2100,7.41,544.85,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2110,7.38,618.38,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2120,7.25,691.92,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2130,7.18,764.54,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2140,7.02,836.08,NA,NA
Somalia:Somaliland,SOM,Africa,Sub-Saharan Africa,2150,6.94,906.46,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2020,2.23,53.87,0.05,0.06
South Africa,ZAF,Africa,Sub-Saharan Africa,2030,2.36,100.28,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2040,2.72,150.11,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2050,3.07,216.1,0.06,0.08
South Africa,ZAF,Africa,Sub-Saharan Africa,2060,3.41,275.25,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2070,3.74,348.28,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2080,3.95,424.66,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2090,4.11,501.28,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2100,4.14,582.34,0.1,0.14
South Africa,ZAF,Africa,Sub-Saharan Africa,2110,4.06,668.52,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2120,4,747.98,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2130,3.95,826.33,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2140,3.89,903.59,NA,NA
South Africa,ZAF,Africa,Sub-Saharan Africa,2150,3.81,979.52,NA,NA
South Korea,KOR,Asia,Eastern Asia,2020,4.4,52,0.25,1.1
South Korea,KOR,Asia,Eastern Asia,2030,4.64,98.29,NA,NA
South Korea,KOR,Asia,Eastern Asia,2040,5.19,148,NA,NA
South Korea,KOR,Asia,Eastern Asia,2050,5.74,210.36,0.4,1.3
South Korea,KOR,Asia,Eastern Asia,2060,6.26,267.64,NA,NA
South Korea,KOR,Asia,Eastern Asia,2070,6.99,334.93,NA,NA
South Korea,KOR,Asia,Eastern Asia,2080,7.71,410.43,NA,NA
South Korea,KOR,Asia,Eastern Asia,2090,8.26,488.79,NA,NA
South Korea,KOR,Asia,Eastern Asia,2100,8.26,574.07,0.93,2
South Korea,KOR,Asia,Eastern Asia,2110,7.82,652.29,NA,NA
South Korea,KOR,Asia,Eastern Asia,2120,7.76,730.21,NA,NA
South Korea,KOR,Asia,Eastern Asia,2130,7.62,807.07,NA,NA
South Korea,KOR,Asia,Eastern Asia,2140,7.54,883,NA,NA
South Korea,KOR,Asia,Eastern Asia,2150,7.39,957.79,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2020,5.4,66,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2030,5.6,122,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2040,6.2,180,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2050,6.8,254,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2060,7.3,322,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2070,8,400,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2080,8.8,485,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2090,9.2,574,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2100,9.2,666,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2110,8.9,756,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2120,8.8,845,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2130,8.7,932,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2140,8.5,1018,NA,NA
South Korea:Cheju Do,KOR,Asia,Eastern Asia,2150,8.4,1103,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2020,5.1,65,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2030,5.3,118,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2040,5.9,174,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2050,6.4,245,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2060,6.9,310,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2070,7.6,382,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2080,8.3,466,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2090,9.2,548,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2100,9.2,646,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2110,8.6,734,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2120,8.5,819,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2130,8.4,904,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2140,8.3,988,NA,NA
South Korea:Ullung Do,KOR,Asia,Eastern Asia,2150,8.2,1070,NA,NA
Spain,ESP,Europe,Southern Europe,2020,4.03,64.51,0.07,0.15
Spain,ESP,Europe,Southern Europe,2030,4.07,108.64,NA,NA
Spain,ESP,Europe,Southern Europe,2040,4.79,152.9,NA,NA
Spain,ESP,Europe,Southern Europe,2050,5.78,216.04,0.09,0.2
Spain,ESP,Europe,Southern Europe,2060,6.12,278.34,NA,NA
Spain,ESP,Europe,Southern Europe,2070,6.27,343.72,NA,NA
Spain,ESP,Europe,Southern Europe,2080,6.41,412.64,NA,NA
Spain,ESP,Europe,Southern Europe,2090,6.41,478.88,NA,NA
Spain,ESP,Europe,Southern Europe,2100,6.64,550.09,0.23,0.39
Spain,ESP,Europe,Southern Europe,2110,6.78,605.97,NA,NA
Spain,ESP,Europe,Southern Europe,2120,6.7,675.81,NA,NA
Spain,ESP,Europe,Southern Europe,2130,6.6,744.51,NA,NA
Spain,ESP,Europe,Southern Europe,2140,6.5,812.3,NA,NA
Spain,ESP,Europe,Southern Europe,2150,6.39,878.61,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2020,4.8,76,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2030,4.8,127,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2040,5.2,176,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2050,6.3,240,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2060,6.8,308,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2070,7,377,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2080,7.4,452,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2090,7.2,528,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2100,7.3,600,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2110,7.6,664,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2120,7.5,740,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2130,7.4,816,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2140,7.3,888,NA,NA
Spain:Minorca,ESP,Europe,Southern Europe,2150,7.2,962,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2020,4.08,48.4,0.02,0.04
Sri Lanka,LKA,Asia,Southern Asia,2030,4.36,91.6,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2040,5.06,139.2,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2050,5.66,200.8,0.04,0.07
Sri Lanka,LKA,Asia,Southern Asia,2060,6.32,257,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2070,7,326.2,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2080,7.58,400.6,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2090,7.86,477,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2100,7.78,557.6,0.13,0.23
Sri Lanka,LKA,Asia,Southern Asia,2110,7.64,632.4,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2120,7.54,708.4,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2130,7.46,783.2,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2140,7.32,857.8,NA,NA
Sri Lanka,LKA,Asia,Southern Asia,2150,7.2,930,NA,NA
Sudan,SDN,Africa,Northern Africa,2020,0.44,52.25,0.19,0.2
Sudan,SDN,Africa,Northern Africa,2030,0.45,96.94,NA,NA
Sudan,SDN,Africa,Northern Africa,2040,0.49,142,NA,NA
Sudan,SDN,Africa,Northern Africa,2050,0.54,199.69,0.2,0.22
Sudan,SDN,Africa,Northern Africa,2060,0.6,251.81,NA,NA
Sudan,SDN,Africa,Northern Africa,2070,0.68,314.38,NA,NA
Sudan,SDN,Africa,Northern Africa,2080,0.73,384.75,NA,NA
Sudan,SDN,Africa,Northern Africa,2090,0.72,455,NA,NA
Sudan,SDN,Africa,Northern Africa,2100,0.72,522.56,0.25,0.27
Sudan,SDN,Africa,Northern Africa,2110,0.73,591.75,NA,NA
Sudan,SDN,Africa,Northern Africa,2120,0.72,661.69,NA,NA
Sudan,SDN,Africa,Northern Africa,2130,0.71,730.81,NA,NA
Sudan,SDN,Africa,Northern Africa,2140,0.7,799.06,NA,NA
Sudan,SDN,Africa,Northern Africa,2150,0.69,866,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2020,4.25,55.6,0.01,0.03
Suriname,SUR,Americas,Latin America and the Caribbean,2030,4.48,105.3,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2040,5,157.4,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2050,5.7,224.6,0.02,0.04
Suriname,SUR,Americas,Latin America and the Caribbean,2060,6.26,288.1,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2070,6.56,361.3,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2080,6.77,435.3,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2090,7.15,509.6,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2100,7.29,590.7,0.06,0.14
Suriname,SUR,Americas,Latin America and the Caribbean,2110,7.18,669.9,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2120,7.06,748.6,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2130,7,826.4,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2140,6.86,902.6,NA,NA
Suriname,SUR,Americas,Latin America and the Caribbean,2150,6.78,977.7,NA,NA
Sweden,SWE,Europe,Northern Europe,2020,-1.09,-12.4,0.01,0.02
Sweden,SWE,Europe,Northern Europe,2030,-0.75,-20.64,NA,NA
Sweden,SWE,Europe,Northern Europe,2040,0.01,-20.97,NA,NA
Sweden,SWE,Europe,Northern Europe,2050,0.11,-12.56,0.01,0.02
Sweden,SWE,Europe,Northern Europe,2060,-0.3,-11.3,NA,NA
Sweden,SWE,Europe,Northern Europe,2070,-0.43,-12.74,NA,NA
Sweden,SWE,Europe,Northern Europe,2080,-0.43,-12.06,NA,NA
Sweden,SWE,Europe,Northern Europe,2090,0.78,-11.81,NA,NA
Sweden,SWE,Europe,Northern Europe,2100,1.4,17.42,0.02,0.03
Sweden,SWE,Europe,Northern Europe,2110,0.77,-9.71,NA,NA
Sweden,SWE,Europe,Northern Europe,2120,0.72,-1.9,NA,NA
Sweden,SWE,Europe,Northern Europe,2130,0.63,5.16,NA,NA
Sweden,SWE,Europe,Northern Europe,2140,0.53,11.17,NA,NA
Sweden,SWE,Europe,Northern Europe,2150,0.46,16.21,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2020,2.1,36,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2030,2.4,60,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2040,3.2,91,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2050,3.3,133,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2060,3,164,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2070,3,196,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2080,3.2,232,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2090,4.6,268,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2100,5.2,336,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2110,4.4,352,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2120,4.2,394,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2130,4.2,437,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2140,4.1,480,NA,NA
Sweden:Gotland,SWE,Europe,Northern Europe,2150,4,520,NA,NA
Switzerland,CHE,Europe,Western Europe,2020,2.12,54.33,NA,NA
Switzerland,CHE,Europe,Western Europe,2030,1.98,90.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2040,2.34,121.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2050,3.02,171,NA,NA
Switzerland,CHE,Europe,Western Europe,2060,3.36,226.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2070,3.52,284.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2080,3.52,346,NA,NA
Switzerland,CHE,Europe,Western Europe,2090,3.5,405.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2100,3.62,466.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2110,3.78,518.67,NA,NA
Switzerland,CHE,Europe,Western Europe,2120,3.72,581.33,NA,NA
Switzerland,CHE,Europe,Western Europe,2130,3.68,643.33,NA,NA
Switzerland,CHE,Europe,Western Europe,2140,3.6,704,NA,NA
Switzerland,CHE,Europe,Western Europe,2150,3.56,763.33,NA,NA
Syria,SYR,Asia,Western Asia,2020,2.67,60.15,NA,NA
Syria,SYR,Asia,Western Asia,2030,2.73,103.46,NA,NA
Syria,SYR,Asia,Western Asia,2040,3.1,147.38,NA,NA
Syria,SYR,Asia,Western Asia,2050,3.56,206.92,NA,NA
Syria,SYR,Asia,Western Asia,2060,3.89,263.15,NA,NA
Syria,SYR,Asia,Western Asia,2070,4.16,327.38,NA,NA
Syria,SYR,Asia,Western Asia,2080,4.25,395.15,NA,NA
Syria,SYR,Asia,Western Asia,2090,4.1,459.08,NA,NA
Syria,SYR,Asia,Western Asia,2100,4.25,521.62,NA,NA
Syria,SYR,Asia,Western Asia,2110,4.48,585.23,NA,NA
Syria,SYR,Asia,Western Asia,2120,4.44,654.23,NA,NA
Syria,SYR,Asia,Western Asia,2130,4.39,722.38,NA,NA
Syria,SYR,Asia,Western Asia,2140,4.31,789.31,NA,NA
Syria,SYR,Asia,Western Asia,2150,4.23,855,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2020,4.23,50.67,1.2,1.6
Taiwan,TWN,Asia,Eastern Asia,2030,4.57,95.67,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2040,5.3,145.33,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2050,6.07,210.67,1.5,2
Taiwan,TWN,Asia,Eastern Asia,2060,6.6,272,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2070,6.97,341.67,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2080,7.67,414,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2090,8.8,493.67,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2100,8.73,586.33,2.3,3.1
Taiwan,TWN,Asia,Eastern Asia,2110,8.03,668.33,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2120,7.93,748,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2130,7.83,826.67,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2140,7.73,904,NA,NA
Taiwan,TWN,Asia,Eastern Asia,2150,7.57,981,NA,NA
Tanzania,TZA,Africa,Sub-Saharan Africa,2020,1.25,55.4,0.28,0.54
Tanzania,TZA,Africa,Sub-Saharan Africa,2030,1.23,105,NA,NA
Tanzania,TZA,Africa,Sub-Saharan Africa,2040,1.35,150.7,NA,NA
