country,iso_alpha3,region,sub_region,year,avg_sea_level_change_rate,avg_sea_level_change_value,pop_hi_tide,pop_coast_flood
Albania,ALB,Europe,Southern Europe,2020,3.87,59.33,0.05,0.06
Albania,ALB,Europe,Southern Europe,2030,3.87,100.67,NA,NA
Albania,ALB,Europe,Southern Europe,2040,4.6,141.33,NA,NA
Albania,ALB,Europe,Southern Europe,2050,5.57,201,0.06,0.09
Albania,ALB,Europe,Southern Europe,2060,6.03,258.67,NA,NA
Albania,ALB,Europe,Southern Europe,2070,6.43,322.33,NA,NA
Albania,ALB,Europe,Southern Europe,2080,6.63,390.67,NA,NA
Albania,ALB,Europe,Southern Europe,2090,6.47,457.33,NA,NA
Albania,ALB,Europe,Southern Europe,2100,6.53,522.67,0.11,0.12
Albania,ALB,Europe,Southern Europe,2110,6.83,580.67,NA,NA
Albania,ALB,Europe,Southern Europe,2120,6.7,648.67,NA,NA
Albania,ALB,Europe,Southern Europe,2130,6.67,715.33,NA,NA
Albania,ALB,Europe,Southern Europe,2140,6.5,781.67,NA,NA
Albania,ALB,Europe,Southern Europe,2150,6.4,846.33,NA,NA
Algeria,DZA,Africa,Northern Africa,2020,0.69,63.69,0.03,0.04
Algeria,DZA,Africa,Northern Africa,2030,0.71,108.23,NA,NA
Algeria,DZA,Africa,Northern Africa,2040,0.82,153.26,NA,NA
Algeria,DZA,Africa,Northern Africa,2050,0.98,216.2,0.04,0.04
Algeria,DZA,Africa,Northern Africa,2060,1.04,277.11,NA,NA
Algeria,DZA,Africa,Northern Africa,2070,1.08,342.17,NA,NA
Algeria,DZA,Africa,Northern Africa,2080,1.13,411.77,NA,NA
Algeria,DZA,Africa,Northern Africa,2090,1.11,480.69,NA,NA
Algeria,DZA,Africa,Northern Africa,2100,1.13,548.57,0.05,0.05
Algeria,DZA,Africa,Northern Africa,2110,1.18,610.63,NA,NA
Algeria,DZA,Africa,Northern Africa,2120,1.16,681.49,NA,NA
Algeria,DZA,Africa,Northern Africa,2130,1.15,751.54,NA,NA
Algeria,DZA,Africa,Northern Africa,2140,1.13,820.4,NA,NA
Algeria,DZA,Africa,Northern Africa,2150,1.11,888.03,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2020,5.7,78,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2030,6.1,140,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2040,6.8,204,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2050,7.5,286,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2060,8.1,360,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2070,8.9,446,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2080,9.7,542,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2090,10.6,638,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2100,10.6,750,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2110,9.8,852,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2120,9.8,950,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2130,9.6,1046,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2140,9.4,1142,NA,NA
American Samoa:Tutuila,ASM,Oceania,Australia and New Zealand,2150,9.4,1236,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2020,1.65,59.73,0,0.01
Angola,AGO,Africa,Sub-Saharan Africa,2030,1.78,107.73,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2040,2.05,161.03,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2050,2.3,229.59,0.01,0.01
Angola,AGO,Africa,Sub-Saharan Africa,2060,2.52,292.57,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2070,2.67,367.32,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2080,2.72,442.35,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2090,2.83,515.73,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2100,2.92,595.05,0.01,0.08
Angola,AGO,Africa,Sub-Saharan Africa,2110,2.92,679.51,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2120,2.88,759.54,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2130,2.84,838.57,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2140,2.8,916.76,NA,NA
Angola,AGO,Africa,Sub-Saharan Africa,2150,2.75,993.7,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2020,0.47,0.67,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2030,0.51,13.74,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2040,0.57,27.79,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2050,0.51,47.9,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2060,0.34,51.32,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2070,0.28,54.6,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2080,0.38,53.97,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2090,0.42,51.59,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2100,0.41,35.49,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2110,0.42,154.08,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2120,0.4,168.47,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2130,0.38,182.21,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2140,0.36,195.28,NA,NA
Antarctica,ATA,Antarctica,Antarctica,2150,0.33,207.32,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2020,1.5,-6,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2030,1.8,1,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2040,1.8,10,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2050,1.3,22,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2060,0.3,13,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2070,0,4,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2080,0,-16,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2090,-0.4,-38,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2100,-0.5,-89,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2110,-0.2,67,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2120,-0.2,64,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2130,-0.3,63,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2140,-0.3,60,NA,NA
Antarctica:Adelaide Island,ATA,Antarctica,Antarctica,2150,-0.4,56,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2020,-3.02,-74.89,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2030,-2.81,-116.78,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2040,-2.78,-155.89,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2050,-3.53,-195.33,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2060,-4.64,-255.78,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2070,-5.36,-319.11,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2080,-5.61,-398.33,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2090,-6.2,-483.44,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2100,-6.28,-603.89,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2110,-5.89,-469.67,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2120,-5.96,-529.22,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2130,-6.01,-589,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2140,-6.08,-650.11,NA,NA
Antarctica:Alexander Island,ATA,Antarctica,Antarctica,2150,-6.12,-712,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2020,-0.54,-44.37,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2030,-0.48,-56.79,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2040,-0.45,-70.32,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2050,-0.98,-79.74,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2060,-1.91,-110.32,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2070,-2.17,-141.63,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2080,-2.15,-179.42,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2090,-2.43,-224.16,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2100,-2.38,-291.95,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2110,-2.24,-170.74,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2120,-2.27,-193.05,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2130,-2.33,-216.21,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2140,-2.45,-239.84,NA,NA
Antarctica:Berkner Island,ATA,Antarctica,Antarctica,2150,-2.51,-264.47,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2020,2.9,18,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2030,3,38,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2040,3.2,61,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2050,2.7,86,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2060,1.8,91,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2070,1.2,96,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2080,1.2,86,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2090,1,78,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2100,0.9,40,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2110,1.2,209,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2120,1.2,220,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2130,1,232,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2140,1,243,NA,NA
Antarctica:Burke Island,ATA,Antarctica,Antarctica,2150,1,252,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2020,1.8,4.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2030,1.8,12,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2040,1.8,17.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2050,1.3,25.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2060,0.3,15.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2070,-0.5,2.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2080,-0.8,-30,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2090,-0.95,-62,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2100,-1.1,-128,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2110,-0.9,49.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2120,-0.9,40,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2130,-0.95,31.5,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2140,-1.05,22,NA,NA
Antarctica:Carney Island,ATA,Antarctica,Antarctica,2150,-1.1,10,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2020,1.6,0,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2030,2,9,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2040,2.2,22,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2050,1.7,40,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2060,0.9,37,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2070,0.6,36,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2080,0.6,23,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2090,0.4,10,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2100,0.4,-27,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2110,0.7,118,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2120,0.6,124,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2130,0.5,130,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2140,0.5,134,NA,NA
Antarctica:Charcot Island,ATA,Antarctica,Antarctica,2150,0.3,140,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2020,1.7,-2,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2030,1.9,4,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2040,1.9,11,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2050,1.3,18,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2060,0.2,6,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2070,-0.8,-10,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2080,-1.1,-46,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2090,-1.6,-86,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2100,-1.8,-162,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2110,-1.4,24,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2120,-1.4,9,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2130,-1.4,-4,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2140,-1.4,-20,NA,NA
Antarctica:Farwell Island,ATA,Antarctica,Antarctica,2150,-1.6,-34,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2020,2.7,11,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2030,3,33,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2040,3.3,58,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2050,2.7,88,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2060,2,96,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2070,2,108,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2080,2.2,115,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2090,2.1,120,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2100,2.2,108,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2110,2.4,248,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2120,2.2,270,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2130,2.2,292,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2140,2.1,314,NA,NA
Antarctica:James Ross Island,ATA,Antarctica,Antarctica,2150,2,334,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2020,3.6,30,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2030,4,64,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2040,4.4,102,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2050,4.3,150,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2060,3.8,181,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2070,4,214,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2080,4.6,249,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2090,4.8,286,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2100,4.8,313,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2110,4.8,432,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2120,4.7,480,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2130,4.7,527,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2140,4.6,573,NA,NA
Antarctica:King George Island,ATA,Antarctica,Antarctica,2150,4.5,618,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2020,0.15,-23.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2030,0.45,-30.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2040,0.65,-33.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2050,0.05,-34.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2060,-0.9,-55.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2070,-1.35,-76.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2080,-1.4,-111,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2090,-1.75,-147,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2100,-1.75,-212.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2110,-1.5,-68,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2120,-1.5,-83,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2130,-1.6,-99,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2140,-1.65,-115.5,NA,NA
Antarctica:Latady Island,ATA,Antarctica,Antarctica,2150,-1.7,-132,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2020,4.9,44,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2030,5.1,92,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2040,5.4,142,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2050,5.2,201,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2060,4.8,242,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2070,5.1,286,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2080,5.6,332,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2090,5.8,378,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2100,5.8,418,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2110,5.9,540,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2120,5.8,599,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2130,5.8,656,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2140,5.6,714,NA,NA
Antarctica:Lydden Island,ATA,Antarctica,Antarctica,2150,5.5,769,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2020,-2.93,-66,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2030,-2.97,-101.67,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2040,-2.67,-139,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2050,-2.83,-168,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2060,-3.73,-214.67,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2070,-4.4,-264.33,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2080,-4.2,-326,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2090,-3.73,-384,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2100,-3.77,-457,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2110,-3.97,-367.67,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2120,-4.03,-407.33,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2130,-4.03,-447.67,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2140,-4.17,-489.33,NA,NA
Antarctica:Roosevelt Island,ATA,Antarctica,Antarctica,2150,-4.27,-531,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2020,1.9,7,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2030,1.9,15.5,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2040,1.9,22,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2050,1.4,31,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2060,0.4,21,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2070,-0.5,8,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2080,-0.7,-24,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2090,-0.9,-57.5,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2100,-1.1,-123.5,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2110,-0.9,57.5,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2120,-0.9,49,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2130,-0.9,39.5,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2140,-1,30,NA,NA
Antarctica:Siple Island,ATA,Antarctica,Antarctica,2150,-1.1,19,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2020,-2.3,-62,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2030,-2,-95,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2040,-2,-125,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2050,-2.6,-156,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2060,-3.7,-206,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2070,-4.4,-258,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2080,-4.6,-326,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2090,-5.1,-400,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2100,-5.2,-508,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2110,-4.9,-371,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2120,-4.9,-420,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2130,-4.9,-469,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2140,-5,-520,NA,NA
Antarctica:Spaatz Island,ATA,Antarctica,Antarctica,2150,-5.1,-571,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2020,2.32,9.6,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2030,2.44,23.6,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2040,2.52,38,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2050,2.08,54.6,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2060,1.14,53.6,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2070,0.4,51,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2080,0.24,30.2,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2090,-0.04,9.6,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2100,-0.18,-44,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2110,0.18,129.8,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2120,0.14,131.2,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2130,0.08,132.8,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2140,0,133,NA,NA
Antarctica:Thurston Island,ATA,Antarctica,Antarctica,2150,-0.06,132.8,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2020,1.22,30.52,0.01,0.11
Argentina,ARG,Americas,Latin America and the Caribbean,2030,1.31,58.88,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2040,1.62,89.3,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2050,1.98,136.32,0.02,0.13
Argentina,ARG,Americas,Latin America and the Caribbean,2060,2.19,180.56,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2070,2.43,231.52,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2080,2.72,288.69,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2090,2.8,349.38,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2100,2.74,410.05,0.08,0.19
Argentina,ARG,Americas,Latin America and the Caribbean,2110,2.71,483.35,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2120,2.67,543.87,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2130,2.63,603.42,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2140,2.6,662.31,NA,NA
Argentina,ARG,Americas,Latin America and the Caribbean,2150,2.56,720.34,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2020,1.5,12,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2030,1.7,28,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2040,2.4,45,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2050,3,78,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2060,3.5,106,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2070,4,142,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2080,4.5,180,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2090,4.8,222,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2100,4.7,262,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2110,4.5,338,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2120,4.5,384,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2130,4.3,427,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2140,4.3,470,NA,NA
Argentina:Tierra del Fuego,ARG,Americas,Latin America and the Caribbean,2150,4.1,512,NA,NA
Armenia,ARM,Asia,Western Asia,2020,2.03,41,NA,NA
Armenia,ARM,Asia,Western Asia,2030,2.17,73.5,NA,NA
Armenia,ARM,Asia,Western Asia,2040,2.67,109,NA,NA
Armenia,ARM,Asia,Western Asia,2050,3.17,160,NA,NA
Armenia,ARM,Asia,Western Asia,2060,3.47,210,NA,NA
Armenia,ARM,Asia,Western Asia,2070,3.73,266,NA,NA
Armenia,ARM,Asia,Western Asia,2080,3.97,325.5,NA,NA
Armenia,ARM,Asia,Western Asia,2090,3.4,386,NA,NA
Armenia,ARM,Asia,Western Asia,2100,3.37,428,NA,NA
Armenia,ARM,Asia,Western Asia,2110,3.9,480,NA,NA
