country,iso_alpha3,region,sub_region,exag_env,climate_crisis,protect_env,sex,age,educyrs,degree,soc_rank,gov_peo,gov_bus,how_bus,how_peo,mem_env,care_env
Netherlands,NLD,Europe,Western Europe,6,24,6,1,55,9,Uni,high,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,4,31,9,1,55,16,noUni,low,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,5,20,6,0,59,21,noUni,high,0,0,2,2,1,1
Netherlands,NLD,Europe,Western Europe,8,24,9,1,42,16,Uni,low,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,8,23,4,1,49,11,Uni,low,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,8,28,4,1,61,12,Uni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,10,20,8,0,59,11,Uni,high,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,7,25,7,0,42,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,27,7,1,53,11,Uni,middle,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,4,29,8,1,56,16,noUni,high,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,7,30,4,1,36,15,Uni,middle,1,1,0,0,0,0
Netherlands,NLD,Europe,Western Europe,8,23,10,0,49,10,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,29,6,0,42,14,Uni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,10,17,3,0,61,17,noUni,high,0,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,10,23,7,1,45,14,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,11,22,7,1,25,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,30,8,0,42,13,Uni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,9,30,3,1,53,14,Uni,middle,0,1,0,2,0,0
Netherlands,NLD,Europe,Western Europe,3,23,10,1,42,15,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,3,26,8,1,58,14,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,8,19,8,0,50,17,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,19,8,0,59,16,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,25,9,0,62,18,noUni,middle,0,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,8,24,5,0,38,12,Uni,low,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,6,29,11,0,62,16,noUni,middle,1,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,5,28,9,1,67,22,noUni,high,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,7,31,6,0,56,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,21,4,0,38,14,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,11,25,3,0,39,11,Uni,high,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,7,27,5,1,31,11,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,24,9,1,48,19,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,8,24,7,1,32,16,noUni,middle,0,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,7,27,5,0,52,16,noUni,high,0,1,0,1,0,0
Netherlands,NLD,Europe,Western Europe,3,22,6,0,46,18,noUni,high,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,28,5,1,31,14,noUni,middle,0,1,2,0,1,1
Netherlands,NLD,Europe,Western Europe,6,20,6,1,67,10,Uni,high,0,0,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,34,9,1,41,10,Uni,low,0,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,4,29,8,0,38,13,Uni,middle,1,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,5,17,7,0,44,22,noUni,high,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,7,23,8,1,43,15,Uni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,24,6,1,42,13,Uni,middle,0,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,32,7,1,49,10,Uni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,21,7,1,31,12,Uni,middle,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,6,28,9,0,57,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,27,9,0,47,12,Uni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,20,9,0,31,19,noUni,high,0,0,1,1,1,1
Netherlands,NLD,Europe,Western Europe,3,32,9,1,37,19,noUni,high,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,5,28,6,0,33,16,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,28,8,0,39,18,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,5,30,7,0,29,14,Uni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,5,24,7,1,30,20,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,3,26,8,0,61,29,noUni,middle,1,1,1,2,1,1
Netherlands,NLD,Europe,Western Europe,7,31,8,1,48,10,Uni,low,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,5,22,8,0,43,16,Uni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,25,7,0,59,18,noUni,high,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,8,23,9,1,29,13,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,21,6,1,39,18,noUni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,4,31,6,0,30,13,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,4,31,9,1,50,14,Uni,middle,0,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,9,18,3,0,61,10,Uni,middle,0,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,9,28,4,0,55,13,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,6,24,7,0,38,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,21,6,1,36,15,Uni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,7,20,6,1,50,11,Uni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,22,3,0,52,15,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,23,6,0,42,18,Uni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,3,28,9,1,55,16,noUni,low,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,24,8,1,53,11,Uni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,31,9,0,53,14,Uni,middle,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,6,29,9,1,54,11,Uni,middle,0,1,2,2,1,1
Netherlands,NLD,Europe,Western Europe,7,24,8,1,60,14,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,8,25,11,1,72,10,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,9,22,5,1,34,26,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,10,15,8,0,53,20,noUni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,25,6,0,55,14,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,7,24,4,0,36,13,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,6,28,6,1,45,15,Uni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,6,26,7,1,62,10,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,6,19,8,0,53,13,Uni,middle,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,11,15,3,0,60,18,noUni,high,1,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,7,27,9,1,52,10,Uni,middle,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,25,11,1,56,15,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,3,32,9,0,55,17,Uni,middle,1,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,7,24,6,0,58,16,Uni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,3,35,10,1,46,13,Uni,high,1,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,10,22,5,0,51,20,noUni,high,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,9,22,6,0,60,11,Uni,middle,1,0,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,21,6,0,28,22,noUni,middle,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,23,6,0,49,24,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,8,20,7,0,41,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,22,12,0,52,12,noUni,middle,0,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,10,18,3,0,34,18,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,25,5,1,35,13,Uni,middle,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,4,26,8,0,25,16,Uni,high,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,8,19,7,0,28,14,Uni,middle,1,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,8,25,7,1,34,21,noUni,middle,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,20,6,0,60,12,Uni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,17,8,0,60,10,Uni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,4,27,4,1,33,16,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,20,4,0,37,11,Uni,middle,1,1,0,0,0,0
Netherlands,NLD,Europe,Western Europe,7,25,9,1,58,26,noUni,high,1,1,0,2,1,1
Netherlands,NLD,Europe,Western Europe,11,17,3,0,59,12,Uni,high,0,0,2,2,0,0
Netherlands,NLD,Europe,Western Europe,7,19,7,0,41,17,noUni,middle,1,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,7,24,6,1,50,17,noUni,middle,1,1,0,2,1,1
Netherlands,NLD,Europe,Western Europe,9,16,5,0,35,18,noUni,high,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,4,28,6,1,41,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,30,8,1,58,15,noUni,high,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,10,23,6,1,50,10,Uni,middle,0,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,8,23,6,1,37,19,noUni,middle,1,1,0,2,1,1
Netherlands,NLD,Europe,Western Europe,8,21,6,0,55,14,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,14,6,0,59,14,Uni,high,0,0,1,1,0,1
Netherlands,NLD,Europe,Western Europe,12,21,6,1,32,15,noUni,middle,0,1,0,2,0,0
Netherlands,NLD,Europe,Western Europe,12,22,3,1,43,11,Uni,high,0,0,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,21,6,0,56,19,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,22,4,1,25,19,noUni,middle,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,3,24,9,1,55,12,Uni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,9,17,4,0,34,17,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,23,10,1,57,11,Uni,middle,0,0,2,2,0,1
Netherlands,NLD,Europe,Western Europe,10,28,5,1,52,15,noUni,middle,1,1,0,2,0,0
Netherlands,NLD,Europe,Western Europe,6,30,10,0,57,13,Uni,low,1,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,8,28,8,0,30,12,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,18,3,1,26,16,noUni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,19,7,1,43,15,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,28,8,1,53,16,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,4,28,8,1,28,18,noUni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,8,23,6,0,44,18,noUni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,3,29,8,0,53,14,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,11,18,6,0,52,16,noUni,middle,0,1,1,2,0,0
Netherlands,NLD,Europe,Western Europe,6,21,5,0,37,16,Uni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,6,28,6,0,44,21,noUni,middle,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,6,28,6,1,31,18,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,24,7,1,28,10,Uni,high,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,7,26,9,0,51,16,noUni,high,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,22,3,1,55,14,noUni,middle,0,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,6,25,6,0,59,13,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,7,29,5,0,36,17,Uni,middle,1,1,0,2,0,0
Netherlands,NLD,Europe,Western Europe,6,26,8,1,56,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,4,28,8,0,54,14,Uni,middle,1,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,10,18,6,0,56,12,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,21,5,1,34,17,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,9,22,8,0,57,16,noUni,high,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,11,22,6,0,62,9,Uni,middle,0,1,0,2,0,0
Netherlands,NLD,Europe,Western Europe,7,30,6,1,28,14,Uni,middle,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,7,22,8,1,45,14,Uni,middle,0,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,7,18,7,0,44,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,21,6,0,53,18,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,4,22,6,0,60,12,Uni,high,0,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,6,25,7,1,31,17,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,25,7,1,58,12,Uni,middle,0,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,6,29,10,1,45,11,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,12,21,3,1,41,20,noUni,high,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,13,4,0,52,12,Uni,middle,0,0,1,1,0,0
Netherlands,NLD,Europe,Western Europe,9,28,5,0,57,24,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,22,3,0,59,12,Uni,middle,0,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,10,24,7,0,42,15,Uni,middle,1,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,12,22,6,1,55,12,Uni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,19,5,0,39,17,Uni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,4,31,9,1,48,12,noUni,middle,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,7,29,8,1,61,9,Uni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,34,7,1,29,18,noUni,middle,1,1,0,1,0,0
Netherlands,NLD,Europe,Western Europe,7,28,6,1,35,17,noUni,middle,0,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,6,20,7,1,42,18,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,9,19,6,0,38,17,noUni,high,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,12,12,3,0,36,15,Uni,middle,0,1,1,2,0,0
Netherlands,NLD,Europe,Western Europe,9,21,8,1,48,11,Uni,middle,0,1,1,2,1,1
Netherlands,NLD,Europe,Western Europe,8,26,8,0,26,20,noUni,middle,0,1,0,2,0,0
Netherlands,NLD,Europe,Western Europe,6,26,6,0,52,12,Uni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,7,24,8,0,52,18,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,8,28,8,1,28,17,noUni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,7,27,7,0,36,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,23,12,0,45,18,noUni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,6,21,8,0,64,14,Uni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,18,6,0,55,13,Uni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,12,21,5,0,28,14,Uni,middle,1,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,9,22,6,1,27,14,Uni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,4,25,7,0,31,21,noUni,middle,1,1,2,1,0,1
Netherlands,NLD,Europe,Western Europe,9,29,10,1,62,8,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,10,24,9,1,35,16,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,6,23,7,1,46,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,11,24,9,0,34,10,Uni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,12,9,3,0,52,15,noUni,middle,0,0,2,2,0,0
Netherlands,NLD,Europe,Western Europe,9,14,7,0,52,13,Uni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,7,29,9,1,54,14,noUni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,4,25,8,1,57,16,noUni,middle,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,7,21,8,1,49,12,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,21,5,0,38,15,Uni,middle,1,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,7,30,6,1,39,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,11,25,4,1,24,14,noUni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,22,5,1,30,21,Uni,middle,0,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,10,18,6,0,32,19,noUni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,6,24,6,1,62,12,Uni,high,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,29,8,0,58,21,noUni,middle,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,11,21,6,0,38,14,Uni,middle,0,1,0,1,0,0
Netherlands,NLD,Europe,Western Europe,8,20,8,0,42,19,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,24,7,1,50,17,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,4,26,7,1,46,13,Uni,low,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,25,9,0,48,14,Uni,low,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,10,23,8,0,51,16,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,23,6,0,50,18,noUni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,3,17,8,0,40,14,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,25,6,1,32,18,noUni,middle,0,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,9,24,7,0,31,18,Uni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,3,30,10,0,45,19,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,6,22,6,0,35,16,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,24,9,1,51,19,noUni,middle,1,1,2,1,0,1
Netherlands,NLD,Europe,Western Europe,7,23,6,0,52,14,Uni,middle,0,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,10,21,5,1,57,11,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,25,8,0,59,22,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,8,24,7,0,37,9,Uni,middle,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,9,35,12,0,49,10,Uni,high,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,21,4,0,60,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,19,3,0,33,17,noUni,middle,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,7,22,6,0,45,16,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,20,6,0,47,15,Uni,low,1,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,6,31,4,1,33,14,Uni,middle,1,1,1,2,1,1
Netherlands,NLD,Europe,Western Europe,9,24,8,1,36,16,noUni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,12,23,3,0,48,16,Uni,middle,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,7,19,6,0,53,21,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,24,6,0,65,23,noUni,high,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,5,26,7,1,48,14,noUni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,19,5,0,47,16,noUni,middle,0,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,8,21,6,1,60,11,Uni,middle,1,1,0,2,1,1
Netherlands,NLD,Europe,Western Europe,8,19,7,1,31,18,noUni,middle,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,8,24,6,1,27,19,noUni,high,0,0,0,1,0,1
Netherlands,NLD,Europe,Western Europe,6,27,7,1,59,19,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,5,28,8,0,55,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,27,4,1,21,13,Uni,middle,1,1,0,1,0,0
Netherlands,NLD,Europe,Western Europe,5,30,7,0,53,17,noUni,middle,1,1,0,2,1,1
Netherlands,NLD,Europe,Western Europe,12,25,3,0,36,13,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,8,27,7,0,53,15,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,20,6,0,49,16,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,21,7,0,58,13,Uni,low,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,25,7,0,44,17,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,8,24,7,1,31,25,noUni,middle,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,22,7,0,45,17,noUni,middle,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,16,6,0,45,14,Uni,middle,0,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,6,27,7,1,47,19,noUni,middle,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,6,22,8,0,39,17,noUni,high,0,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,8,21,8,1,48,13,Uni,middle,0,1,0,1,1,1
Netherlands,NLD,Europe,Western Europe,6,26,6,1,35,18,noUni,middle,0,0,2,2,0,1
Netherlands,NLD,Europe,Western Europe,7,21,3,0,32,14,Uni,middle,0,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,8,20,7,1,41,17,noUni,high,0,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,7,24,7,1,51,16,noUni,middle,0,1,0,2,1,1
Netherlands,NLD,Europe,Western Europe,10,22,7,1,55,12,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,10,24,5,1,29,12,Uni,middle,0,1,1,2,0,0
Netherlands,NLD,Europe,Western Europe,6,23,7,1,28,12,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,3,29,6,1,47,17,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,6,25,9,0,52,10,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,6,20,4,0,55,13,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,4,28,8,1,49,20,noUni,middle,1,1,0,0,1,1
Netherlands,NLD,Europe,Western Europe,6,26,8,1,43,18,noUni,high,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,3,33,12,1,45,15,noUni,middle,1,1,2,2,1,1
Netherlands,NLD,Europe,Western Europe,13,16,4,0,54,22,noUni,middle,0,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,9,22,9,1,36,13,noUni,middle,0,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,4,26,10,1,38,19,noUni,high,1,1,1,0,0,1
Netherlands,NLD,Europe,Western Europe,7,24,7,0,50,14,Uni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,27,6,1,30,17,noUni,high,1,1,1,2,0,1
Netherlands,NLD,Europe,Western Europe,4,26,10,0,41,22,noUni,high,1,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,6,34,9,1,57,9,Uni,middle,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,10,26,8,0,56,10,Uni,middle,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,24,7,0,38,16,noUni,middle,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,21,8,0,39,20,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,7,24,7,1,27,13,Uni,middle,1,1,2,2,0,0
Netherlands,NLD,Europe,Western Europe,4,24,7,0,48,12,Uni,middle,1,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,5,23,8,0,51,17,noUni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,3,29,8,1,41,18,noUni,high,1,1,2,2,0,1
Netherlands,NLD,Europe,Western Europe,7,24,8,1,35,18,noUni,high,0,1,1,1,1,1
Netherlands,NLD,Europe,Western Europe,7,22,6,0,59,13,Uni,high,1,1,0,0,0,1
Netherlands,NLD,Europe,Western Europe,9,24,7,1,34,13,Uni,middle,0,1,0,1,0,1
Netherlands,NLD,Europe,Western Europe,7,32,9,0,25,19,Uni,middle,1,1,0,2,0,1
Netherlands,NLD,Europe,Western Europe,6,30,9,1,30,23,Uni,high,1,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,9,16,3,0,40,15,Uni,middle,0,1,1,1,0,0
Netherlands,NLD,Europe,Western Europe,7,22,7,1,53,10,Uni,low,0,1,1,1,0,1
Netherlands,NLD,Europe,Western Europe,10,18,7,0,64,25,noUni,high,1,1,2,2,1,1
