country,iso_alpha3,region,sub_region,exag_env,climate_crisis,protect_env,sex,age,educyrs,degree,soc_rank,gov_peo,gov_bus,how_bus,how_peo,mem_env,care_env
Czech Republic,CZE,Europe,Eastern Europe,6,33,9,1,51,12,Uni,middle,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,25,6,0,58,12,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,21,6,0,58,13,Uni,middle,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,22,6,1,50,12,Uni,middle,0,0,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,19,4,0,59,14,Uni,low,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,24,6,0,40,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,22,5,0,35,13,Uni,middle,1,1,1,1,1,1
Czech Republic,CZE,Europe,Eastern Europe,9,22,8,1,39,11,Uni,low,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,22,8,0,46,13,Uni,low,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,25,6,0,48,12,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,31,7,1,55,16,noUni,middle,1,1,2,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,24,6,0,39,16,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,21,6,1,46,16,noUni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,19,6,1,33,15,Uni,high,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,24,10,0,55,15,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,28,7,0,62,17,noUni,middle,0,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,27,4,1,40,14,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,26,5,1,38,13,Uni,high,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,21,7,1,39,13,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,35,10,1,48,13,Uni,low,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,5,34,9,1,27,18,noUni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,23,4,0,56,12,Uni,low,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,22,6,1,36,17,noUni,middle,1,1,2,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,4,27,8,0,58,15,Uni,middle,1,1,2,2,1,1
Czech Republic,CZE,Europe,Eastern Europe,6,27,8,1,55,12,Uni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,23,7,0,36,12,Uni,middle,1,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,12,21,7,0,51,12,Uni,low,1,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,13,23,7,1,40,13,Uni,middle,0,1,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,12,19,9,0,47,17,noUni,middle,0,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,24,9,1,20,13,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,19,4,1,37,13,Uni,middle,1,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,31,9,1,23,12,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,26,10,0,29,14,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,28,6,0,34,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,5,24,9,1,45,12,Uni,middle,0,1,0,2,1,1
Czech Republic,CZE,Europe,Eastern Europe,6,23,9,0,52,12,Uni,middle,1,1,1,1,1,1
Czech Republic,CZE,Europe,Eastern Europe,7,23,7,0,50,13,Uni,high,1,1,1,1,1,1
Czech Republic,CZE,Europe,Eastern Europe,11,27,3,1,40,11,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,8,0,64,13,Uni,middle,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,15,25,3,0,34,15,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,25,3,0,36,13,Uni,middle,1,0,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,3,34,9,1,50,12,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,3,34,9,0,47,12,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,30,5,1,23,18,noUni,high,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,6,0,56,13,Uni,middle,0,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,24,7,0,37,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,25,6,0,54,18,noUni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,22,6,0,45,12,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,25,9,1,43,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,24,3,0,48,15,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,24,8,1,29,17,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,22,5,1,40,12,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,5,29,5,1,29,12,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,22,6,1,58,9,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,11,22,6,1,47,12,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,26,6,1,47,13,Uni,middle,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,25,8,0,48,12,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,26,10,0,58,13,Uni,high,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,28,6,1,51,12,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,25,9,1,58,11,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,28,8,1,58,13,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,9,0,41,17,noUni,middle,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,21,6,0,39,14,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,21,9,1,41,19,noUni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,30,8,0,35,11,Uni,high,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,4,24,5,0,33,12,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,5,33,6,0,54,13,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,24,6,0,46,13,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,11,22,4,1,57,13,Uni,middle,0,0,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,22,4,0,58,9,Uni,low,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,24,4,0,32,13,Uni,middle,1,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,11,26,6,0,35,17,noUni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,23,7,1,64,17,noUni,low,1,1,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,29,4,1,55,14,Uni,middle,1,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,27,9,0,60,12,Uni,high,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,16,3,0,45,12,Uni,middle,0,0,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,28,7,0,57,11,Uni,low,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,19,4,1,40,13,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,21,5,0,63,17,noUni,high,1,1,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,24,7,0,57,12,Uni,middle,1,1,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,24,8,0,57,12,Uni,low,0,0,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,21,9,1,51,13,Uni,middle,0,0,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,22,6,1,37,15,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,25,5,1,36,11,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,24,5,0,54,12,Uni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,26,4,0,46,12,Uni,middle,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,23,8,0,37,13,Uni,low,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,24,7,0,29,13,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,22,3,1,58,13,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,20,6,1,52,12,Uni,middle,0,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,21,6,1,74,12,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,8,0,50,14,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,11,29,4,0,62,12,Uni,low,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,20,8,1,55,14,Uni,middle,0,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,20,9,0,42,12,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,15,4,1,50,14,Uni,high,1,0,2,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,23,4,1,50,13,Uni,middle,1,1,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,24,8,0,37,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,9,1,54,12,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,21,9,0,61,12,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,29,9,1,48,12,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,25,6,1,66,12,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,22,5,1,38,18,noUni,high,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,26,6,1,54,18,noUni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,6,0,66,18,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,26,9,1,67,17,noUni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,22,8,1,24,18,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,21,8,0,69,20,noUni,high,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,28,10,1,48,14,Uni,middle,1,1,1,0,1,1
Czech Republic,CZE,Europe,Eastern Europe,6,30,8,1,54,18,Uni,middle,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,5,31,8,0,26,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,30,8,0,45,13,Uni,middle,1,0,2,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,22,7,0,37,11,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,22,5,0,36,12,Uni,middle,1,1,2,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,25,6,1,55,14,Uni,middle,0,1,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,30,11,1,40,11,Uni,middle,1,0,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,22,10,1,35,11,Uni,middle,0,0,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,32,9,1,47,11,Uni,middle,1,0,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,23,3,0,39,11,Uni,low,0,0,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,12,22,3,0,26,13,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,22,3,0,51,13,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,24,4,1,43,13,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,29,8,1,53,13,Uni,middle,1,0,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,27,9,1,48,12,Uni,middle,0,0,2,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,14,24,5,0,50,12,Uni,middle,1,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,26,7,1,48,13,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,26,10,1,35,17,noUni,high,0,1,2,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,22,8,1,42,13,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,28,8,1,53,12,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,22,6,1,41,13,Uni,middle,1,1,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,27,7,1,53,18,noUni,low,1,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,26,6,1,25,15,Uni,low,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,27,8,1,37,20,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,28,8,1,58,10,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,32,3,1,28,12,Uni,middle,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,15,23,7,0,56,15,Uni,middle,0,1,2,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,27,6,1,34,13,Uni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,23,6,0,40,15,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,25,3,0,28,15,Uni,middle,1,1,2,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,25,6,0,56,12,Uni,low,1,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,26,8,1,46,12,Uni,low,0,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,31,6,1,42,13,Uni,middle,1,1,1,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,28,6,1,39,11,Uni,middle,0,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,28,4,0,59,18,noUni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,27,4,1,46,18,noUni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,24,3,1,40,13,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,5,31,8,0,48,16,noUni,high,0,1,0,0,1,1
Czech Republic,CZE,Europe,Eastern Europe,12,22,6,1,27,18,noUni,high,0,0,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,15,18,5,0,37,13,Uni,middle,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,20,11,0,24,13,Uni,middle,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,25,8,0,49,14,Uni,middle,0,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,32,9,0,28,12,Uni,low,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,25,9,0,47,12,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,24,7,1,38,13,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,28,4,1,20,12,Uni,middle,0,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,24,7,0,36,11,Uni,low,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,21,5,1,40,16,noUni,low,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,20,4,1,44,17,noUni,middle,1,1,2,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,21,3,0,56,9,Uni,low,1,0,1,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,26,10,0,47,13,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,27,9,1,35,13,Uni,middle,1,1,0,0,1,1
Czech Republic,CZE,Europe,Eastern Europe,8,24,10,1,28,18,noUni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,26,9,0,59,12,Uni,middle,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,29,7,1,56,12,Uni,low,0,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,22,5,0,43,13,Uni,middle,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,27,5,0,42,13,Uni,middle,0,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,24,5,1,29,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,24,7,0,34,12,Uni,middle,1,0,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,20,9,1,35,18,noUni,middle,1,1,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,30,11,0,28,12,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,32,12,1,25,13,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,33,11,0,58,13,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,32,11,1,30,13,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,34,7,1,27,18,Uni,low,0,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,26,9,1,52,13,Uni,high,0,0,2,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,17,9,0,40,17,noUni,middle,1,0,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,32,11,0,28,11,Uni,middle,1,1,2,2,1,1
Czech Republic,CZE,Europe,Eastern Europe,4,26,4,1,43,11,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,11,20,7,0,58,12,Uni,middle,1,1,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,14,28,7,1,43,12,Uni,middle,0,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,23,4,1,27,13,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,21,6,1,40,13,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,33,9,0,31,16,noUni,middle,0,0,0,0,1,1
Czech Republic,CZE,Europe,Eastern Europe,13,24,8,1,49,12,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,8,24,8,1,49,18,noUni,high,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,21,8,1,32,13,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,23,9,1,53,21,noUni,high,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,21,6,0,37,14,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,27,12,1,45,11,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,30,10,0,37,12,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,30,11,0,45,15,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,22,7,1,27,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,21,8,0,42,11,Uni,middle,1,1,1,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,5,33,7,0,45,12,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,6,33,12,0,36,13,Uni,middle,0,0,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,23,7,0,42,13,Uni,high,1,1,1,2,1,1
Czech Republic,CZE,Europe,Eastern Europe,9,23,6,1,21,13,Uni,middle,1,1,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,23,6,0,27,18,noUni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,22,7,1,19,12,Uni,high,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,22,5,0,58,10,Uni,high,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,15,15,5,0,38,12,Uni,middle,0,0,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,6,31,6,1,48,13,Uni,middle,1,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,21,7,1,55,17,noUni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,23,3,0,26,13,Uni,middle,0,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,22,5,0,56,15,Uni,middle,0,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,26,6,1,54,16,Uni,low,0,1,2,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,27,8,1,35,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,6,24,10,0,49,12,Uni,middle,0,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,23,7,1,35,22,noUni,high,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,23,6,0,57,15,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,11,27,5,1,44,12,Uni,middle,0,0,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,28,5,0,49,13,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,27,9,1,53,12,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,25,7,1,43,12,Uni,middle,0,0,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,22,6,1,44,15,Uni,middle,0,1,1,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,15,18,3,0,45,12,Uni,middle,0,0,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,23,3,0,28,13,Uni,middle,0,0,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,23,4,0,31,13,Uni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,12,23,7,1,30,11,Uni,low,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,23,5,1,59,16,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,15,17,4,0,58,12,Uni,middle,0,0,2,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,12,23,4,1,30,12,Uni,middle,1,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,13,29,8,1,25,15,noUni,high,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,25,7,0,42,12,Uni,middle,1,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,35,12,1,42,11,Uni,middle,0,1,0,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,35,7,0,29,15,Uni,low,0,0,1,0,0,1
Czech Republic,CZE,Europe,Eastern Europe,3,34,3,0,53,11,Uni,middle,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,22,5,0,52,15,Uni,middle,1,1,1,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,13,19,6,0,32,14,Uni,high,0,0,2,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,11,20,7,1,42,12,Uni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,15,22,5,1,56,8,Uni,low,0,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,7,28,8,0,44,13,Uni,middle,0,1,0,2,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,32,6,0,32,13,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,5,31,8,1,42,13,Uni,low,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,24,6,1,38,12,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,21,9,0,42,13,Uni,middle,0,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,8,26,6,0,25,15,Uni,middle,0,1,0,2,0,1
Czech Republic,CZE,Europe,Eastern Europe,10,29,5,1,37,13,Uni,middle,0,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,9,21,3,0,48,14,Uni,middle,1,1,1,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,12,23,3,0,26,13,Uni,middle,0,1,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,29,3,1,45,12,Uni,middle,0,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,34,9,1,27,12,Uni,middle,1,1,0,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,9,24,4,1,31,12,Uni,middle,1,1,0,1,0,0
Czech Republic,CZE,Europe,Eastern Europe,12,26,10,0,49,13,Uni,high,1,1,0,0,0,0
Czech Republic,CZE,Europe,Eastern Europe,10,19,5,0,52,14,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,14,25,5,1,44,13,Uni,middle,1,1,1,1,0,1
Czech Republic,CZE,Europe,Eastern Europe,7,33,6,1,32,18,noUni,middle,1,1,0,1,0,1
Denmark,DNK,Europe,Northern Europe,6,23,7,0,26,10,Uni,middle,1,0,2,0,0,1
Denmark,DNK,Europe,Northern Europe,5,33,7,0,31,9,Uni,middle,1,1,0,1,0,1
Denmark,DNK,Europe,Northern Europe,7,28,7,0,32,9,Uni,middle,1,1,1,1,0,1
Denmark,DNK,Europe,Northern Europe,6,26,6,0,41,10,Uni,high,1,1,1,2,0,1
Denmark,DNK,Europe,Northern Europe,13,29,10,0,59,10,Uni,high,1,0,0,0,0,1
Denmark,DNK,Europe,Northern Europe,9,26,8,1,49,10,Uni,middle,1,1,0,1,0,1
Denmark,DNK,Europe,Northern Europe,6,32,8,0,43,8,Uni,middle,1,1,0,0,0,0
Denmark,DNK,Europe,Northern Europe,7,34,9,0,30,10,Uni,middle,1,1,0,0,1,1
Denmark,DNK,Europe,Northern Europe,6,30,9,1,46,14,Uni,middle,1,1,0,1,1,1
Denmark,DNK,Europe,Northern Europe,9,21,6,0,40,16,noUni,middle,0,1,1,1,0,0
Denmark,DNK,Europe,Northern Europe,7,32,9,1,53,8,Uni,low,1,1,1,2,0,1
Denmark,DNK,Europe,Northern Europe,4,25,10,1,55,13,Uni,middle,1,1,0,0,0,1
